INDICATOR,ORG_TYPE,ORG_CODE,ONS_CODE,NAME,ACH_DATE,MEASURE,VALUE,DQ
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS SOUTH SEFTON CCG,31-May-22,DIAG_RATE_65_PLUS,63.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS SOUTH SEFTON CCG,31-May-22,DIAG_RATE_65_PLUS_LL,55.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS SOUTH SEFTON CCG,31-May-22,DIAG_RATE_65_PLUS_UL,69.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS SOUTH SEFTON CCG,30-Jun-22,DEMENTIA_REGISTER_65_PLUS,934.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS SOUTH SEFTON CCG,30-Jun-22,DEMENTIA_ESTIMATE_65_PLUS,1482.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS SOUTH SEFTON CCG,30-Jun-22,DIAG_RATE_65_PLUS,63.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS SOUTH SEFTON CCG,30-Jun-22,DIAG_RATE_65_PLUS_LL,55.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS SOUTH SEFTON CCG,30-Jun-22,DIAG_RATE_65_PLUS_UL,69.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Jul-22,DEMENTIA_REGISTER_65_PLUS,981.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Jul-22,DEMENTIA_ESTIMATE_65_PLUS,1555.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Jul-22,DIAG_RATE_65_PLUS,63.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Jul-22,DIAG_RATE_65_PLUS_LL,55.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Jul-22,DIAG_RATE_65_PLUS_UL,69.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Aug-22,DEMENTIA_REGISTER_65_PLUS,980.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Aug-22,DEMENTIA_ESTIMATE_65_PLUS,1560.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Aug-22,DIAG_RATE_65_PLUS,62.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Aug-22,DIAG_RATE_65_PLUS_LL,55.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Aug-22,DIAG_RATE_65_PLUS_UL,69.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,30-Sep-22,DEMENTIA_REGISTER_65_PLUS,993.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,30-Sep-22,DEMENTIA_ESTIMATE_65_PLUS,1569.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,30-Sep-22,DIAG_RATE_65_PLUS,63.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,30-Sep-22,DIAG_RATE_65_PLUS_LL,55.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,30-Sep-22,DIAG_RATE_65_PLUS_UL,69.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Oct-22,DEMENTIA_REGISTER_65_PLUS,998.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Oct-22,DEMENTIA_ESTIMATE_65_PLUS,1569.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Oct-22,DIAG_RATE_65_PLUS,63.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Oct-22,DIAG_RATE_65_PLUS_LL,56.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Oct-22,DIAG_RATE_65_PLUS_UL,70.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,30-Nov-22,DEMENTIA_REGISTER_65_PLUS,1212.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,30-Nov-22,DEMENTIA_ESTIMATE_65_PLUS,1988.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,30-Nov-22,DIAG_RATE_65_PLUS,60.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,30-Nov-22,DIAG_RATE_65_PLUS_LL,54.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,30-Nov-22,DIAG_RATE_65_PLUS_UL,67.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Dec-22,DEMENTIA_REGISTER_65_PLUS,1214.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Dec-22,DEMENTIA_ESTIMATE_65_PLUS,1991.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Dec-22,DIAG_RATE_65_PLUS,61.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Dec-22,DIAG_RATE_65_PLUS_LL,54.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Dec-22,DIAG_RATE_65_PLUS_UL,67.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Jan-23,DEMENTIA_REGISTER_65_PLUS,1195.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Jan-23,DEMENTIA_ESTIMATE_65_PLUS,1983.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Jan-23,DIAG_RATE_65_PLUS,60.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Jan-23,DIAG_RATE_65_PLUS_LL,53.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,31-Jan-23,DIAG_RATE_65_PLUS_UL,66.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,28-Feb-23,DEMENTIA_REGISTER_65_PLUS,1207.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,28-Feb-23,DEMENTIA_ESTIMATE_65_PLUS,1990.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,28-Feb-23,DIAG_RATE_65_PLUS,60.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,28-Feb-23,DIAG_RATE_65_PLUS_LL,53.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01T,E38000161,NHS CHESHIRE AND MERSEYSIDE ICB - 01T,28-Feb-23,DIAG_RATE_65_PLUS_UL,66.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,30-Apr-22,DEMENTIA_REGISTER_65_PLUS,1329.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,30-Apr-22,DEMENTIA_ESTIMATE_65_PLUS,1917.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,30-Apr-22,DIAG_RATE_65_PLUS,69.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,30-Apr-22,DIAG_RATE_65_PLUS_LL,61.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,30-Apr-22,DIAG_RATE_65_PLUS_UL,76.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,31-May-22,DEMENTIA_REGISTER_65_PLUS,1323.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,31-May-22,DEMENTIA_ESTIMATE_65_PLUS,1920.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,31-May-22,DIAG_RATE_65_PLUS,68.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,31-May-22,DIAG_RATE_65_PLUS_LL,61.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,31-May-22,DIAG_RATE_65_PLUS_UL,75.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,30-Jun-22,DEMENTIA_REGISTER_65_PLUS,1329.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,30-Jun-22,DEMENTIA_ESTIMATE_65_PLUS,1928.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,30-Jun-22,DIAG_RATE_65_PLUS,68.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,30-Jun-22,DIAG_RATE_65_PLUS_LL,61.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS SOUTHPORT AND FORMBY CCG,30-Jun-22,DIAG_RATE_65_PLUS_UL,75.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Jul-22,DEMENTIA_REGISTER_65_PLUS,1340.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Jul-22,DEMENTIA_ESTIMATE_65_PLUS,1938.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Jul-22,DIAG_RATE_65_PLUS,69.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Jul-22,DIAG_RATE_65_PLUS_LL,61.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Jul-22,DIAG_RATE_65_PLUS_UL,75.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Aug-22,DEMENTIA_REGISTER_65_PLUS,1332.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Aug-22,DEMENTIA_ESTIMATE_65_PLUS,1939.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Aug-22,DIAG_RATE_65_PLUS,68.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Aug-22,DIAG_RATE_65_PLUS_LL,61.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Aug-22,DIAG_RATE_65_PLUS_UL,75.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,30-Sep-22,DEMENTIA_REGISTER_65_PLUS,1340.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,30-Sep-22,DEMENTIA_ESTIMATE_65_PLUS,1941.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,30-Sep-22,DIAG_RATE_65_PLUS,69.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,30-Sep-22,DIAG_RATE_65_PLUS_LL,61.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,30-Sep-22,DIAG_RATE_65_PLUS_UL,75.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Oct-22,DEMENTIA_REGISTER_65_PLUS,1335.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Oct-22,DEMENTIA_ESTIMATE_65_PLUS,1941.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Oct-22,DIAG_RATE_65_PLUS,68.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Oct-22,DIAG_RATE_65_PLUS_LL,61.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Oct-22,DIAG_RATE_65_PLUS_UL,75.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,30-Nov-22,DEMENTIA_REGISTER_65_PLUS,1601.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,30-Nov-22,DEMENTIA_ESTIMATE_65_PLUS,2337.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,30-Nov-22,DIAG_RATE_65_PLUS,68.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,30-Nov-22,DIAG_RATE_65_PLUS_LL,61.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,30-Nov-22,DIAG_RATE_65_PLUS_UL,75.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Dec-22,DEMENTIA_REGISTER_65_PLUS,1601.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Dec-22,DEMENTIA_ESTIMATE_65_PLUS,2336.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Dec-22,DIAG_RATE_65_PLUS,68.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Dec-22,DIAG_RATE_65_PLUS_LL,61.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Dec-22,DIAG_RATE_65_PLUS_UL,75.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Jan-23,DEMENTIA_REGISTER_65_PLUS,1594.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Jan-23,DEMENTIA_ESTIMATE_65_PLUS,2331.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Jan-23,DIAG_RATE_65_PLUS,68.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Jan-23,DIAG_RATE_65_PLUS_LL,60.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,31-Jan-23,DIAG_RATE_65_PLUS_UL,75.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,28-Feb-23,DEMENTIA_REGISTER_65_PLUS,1594.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,28-Feb-23,DEMENTIA_ESTIMATE_65_PLUS,2336.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,28-Feb-23,DIAG_RATE_65_PLUS,68.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,28-Feb-23,DIAG_RATE_65_PLUS_LL,60.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01V,E38000170,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,28-Feb-23,DIAG_RATE_65_PLUS_UL,74.7,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,30-Apr-22,DEMENTIA_REGISTER_65_PLUS,2260.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,30-Apr-22,DEMENTIA_ESTIMATE_65_PLUS,3267.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,30-Apr-22,DIAG_RATE_65_PLUS,69.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,30-Apr-22,DIAG_RATE_65_PLUS_LL,61.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,30-Apr-22,DIAG_RATE_65_PLUS_UL,75.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,31-May-22,DEMENTIA_REGISTER_65_PLUS,2326.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,31-May-22,DEMENTIA_ESTIMATE_65_PLUS,3375.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,31-May-22,DIAG_RATE_65_PLUS,68.9,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,31-May-22,DIAG_RATE_65_PLUS_LL,61.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,31-May-22,DIAG_RATE_65_PLUS_UL,75.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,30-Jun-22,DEMENTIA_REGISTER_65_PLUS,2642.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,30-Jun-22,DEMENTIA_ESTIMATE_65_PLUS,3870.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,30-Jun-22,DIAG_RATE_65_PLUS,68.3,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,30-Jun-22,DIAG_RATE_65_PLUS_LL,61.1,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS STOCKPORT CCG,30-Jun-22,DIAG_RATE_65_PLUS_UL,74.5,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS GREATER MANCHESTER ICB - 01W,31-Jul-22,DEMENTIA_REGISTER_65_PLUS,2777.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS GREATER MANCHESTER ICB - 01W,31-Jul-22,DEMENTIA_ESTIMATE_65_PLUS,4049.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS GREATER MANCHESTER ICB - 01W,31-Jul-22,DIAG_RATE_65_PLUS,68.6,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS GREATER MANCHESTER ICB - 01W,31-Jul-22,DIAG_RATE_65_PLUS_LL,61.4,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS GREATER MANCHESTER ICB - 01W,31-Jul-22,DIAG_RATE_65_PLUS_UL,74.8,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS GREATER MANCHESTER ICB - 01W,31-Aug-22,DEMENTIA_REGISTER_65_PLUS,2781.0,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS GREATER MANCHESTER ICB - 01W,31-Aug-22,DEMENTIA_ESTIMATE_65_PLUS,4053.2,
DEMENTIA: 65+ ESTIMATED DIAGNOSIS RATE,SUB_ICB_LOC,01W,E38000174,NHS GREATER MANCHESTER ICB - 01W,31-Aug-22,DIAG_RATE_65_PLUS,68.6,
